"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Assay Type";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL1028868";"A";"Binding affinity to bovine serum albumin by ultrafiltration method";"Bos taurus";"7";"7";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1143311";"19117415";"10.1021/jm801084u";"2009";"J. Med. Chem.";"52";"626";"636";"";"";"";"";"";""
"CHEMBL982481";"A";"Toxicity in Holstein bovine assessed as decreased milk yeild at 2.5X10'6 IU, intramammary dosed in right hindquarter of mammary gland after morning milking by irritancy test";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Holstein";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1154401";"17606675";"10.1128/aac.00629-07";"2007";"Antimicrob. Agents Chemother.";"51";"3131";"3135";"";"";"";"";"";""
"CHEMBL3292494";"A";"Prodrug conversion assessed as bovine legumain-mediated valyl colchicine release at 1 mg/ml after 3 hrs in pH 5.0 acetate buffer by HPLC method";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3286238";"24842619";"10.1016/j.bmc.2014.04.056";"2014";"Bioorg. Med. Chem.";"22";"3309";"3315";"";"";"";"";"";""
"CHEMBL3292493";"A";"Prodrug conversion assessed as bovine legumain-mediated valyl colchicine release at 1 mg/ml in pH 5.0 acetate buffer by HPLC method";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3286238";"24842619";"10.1016/j.bmc.2014.04.056";"2014";"Bioorg. Med. Chem.";"22";"3309";"3315";"";"";"";"";"";""
"CHEMBL623558";"A";"Rate constant of the bovine serum albumin catalyzed reaction of the compound";"Bos taurus";"1";"1";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1130811";"9871718";"10.1016/s0960-894x(98)00165-6";"1998";"Bioorg. Med. Chem. Lett.";"8";"1113";"1116";"";"";"";"";"";""
"CHEMBL623560";"A";"Half life (t) of enzymatic phosphodiester hydrolysis of compound towards calf spleen (CS-PDE) at a concentration of 20 microg";"Bos taurus";"6";"6";"BAO_0000221";"tissue-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3559722";"Spleen";"";"";"CHEMBL1128106";"None";"10.1016/0960-894X(95)00535-X";"1995";"Bioorg. Med. Chem. Lett.";"5";"3049";"3052";"";"";"";"";"";""
"CHEMBL623562";"A";"Half life in culture medium containing 10% of heat inactivated foetal calf serum; ND=not determined";"Bos taurus";"1";"1";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1134128";"11425558";"10.1016/s0960-894x(01)00299-2";"2001";"Bioorg. Med. Chem. Lett.";"11";"1775";"1777";"";"";"";"";"";""
"CHEMBL623568";"A";"Half-life in the culture medium (RPMI 1640+10% fetal calf serum FCS)";"Bos taurus";"3";"3";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL1152027";"None";"10.1016/0960-894X(95)00074-4";"1995";"Bioorg. Med. Chem. Lett.";"5";"563";"568";"";"";"";"";"";""
"CHEMBL623559";"A";"Rate constant of the bovine serum albumin catalyzed reaction of the compound";"Bos taurus";"1";"1";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1130811";"9871718";"10.1016/s0960-894x(98)00165-6";"1998";"Bioorg. Med. Chem. Lett.";"8";"1113";"1116";"";"";"";"";"";""
"CHEMBL623565";"A";"Half-life in RPMI 1640 containing 10% heat inactivated fetal calf serum culture medium at step 1";"Bos taurus";"2";"2";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1130649";"9873664";"10.1016/s0960-894x(98)00535-6";"1998";"Bioorg. Med. Chem. Lett.";"8";"3003";"3006";"";"";"";"";"";""
"CHEMBL623567";"A";"Half-life in RPMI 1640 containing 10% heat inactivated fetal calf serum culture medium at step 2; Not determined";"Bos taurus";"1";"1";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1130649";"9873664";"10.1016/s0960-894x(98)00535-6";"1998";"Bioorg. Med. Chem. Lett.";"8";"3003";"3006";"";"";"";"";"";""
"CHEMBL1248365";"A";"Permeability across BBMEC cocultured with rat C6 cell BBB model after 24 hrs in presence of 0.1 ug/ml TNF";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"C6";"";"CHEMBL1240370";"19995929";"10.1128/aac.01263-09";"2010";"Antimicrob. Agents Chemother.";"54";"1305";"1310";"";"";"";"";"";""
"CHEMBL3618824";"A";"Cytotoxicity against bovine MDBK cells assessed as cell viability after 48 to 96 hrs by MTT assay";"Bos taurus";"32";"32";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL3616436";"26119992";"10.1016/j.ejmech.2015.06.027";"2015";"Eur. J. Med. Chem.";"101";"111";"125";"";"";"";"";"";""
"CHEMBL2021033";"A";"Binding affinity to bovine serum albumin BY HPLC analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2016577";"22494615";"10.1016/j.bmcl.2012.03.079";"2012";"Bioorg. Med. Chem. Lett.";"22";"3044";"3049";"";"";"";"";"";""
"CHEMBL4231608";"A";"Binding affinity to bovine serum albumin assessed as association constant in phosphate buffer of pH 7.4 by fluorescence spectroscopic analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4229366";"29597169";"10.1016/j.ejmech.2018.03.042";"2018";"Eur J Med Chem";"150";"864";"875";"";"";"";"";"";""
"CHEMBL3256777";"A";"Induction of cell lysis in ox RBC at 0.375 mM measured at 1 hr (Rvb = 1.7 %)";"Bos taurus";"2";"2";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"Erythrocyte";"";"CHEMBL3244167";"114658";"10.1021/jm00195a026";"1979";"J. Med. Chem.";"22";"1130";"1133";"";"";"";"";"";""
"CHEMBL3583185";"A";"Binding affinity to bovine serum albumin assessed as quenching constant at 310K by fluorescence spectroscopy";"Bos taurus";"2";"2";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3580535";"25453788";"10.1016/j.bmcl.2014.10.048";"2015";"Bioorg. Med. Chem. Lett.";"25";"148";"152";"";"";"";"";"";""
"CHEMBL4139972";"A";"Binding affinity to bovine serum albumin assessed as bathochromic shift at 4.2 x 10'-5 M by fluorescence spectrocopic method";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4138121";"28633106";"10.1016/j.ejmech.2017.05.063";"2017";"Eur J Med Chem";"137";"558";"574";"";"";"";"";"";""
"CHEMBL3056423";"A";"Binding affinity to Bos taurus (bovine) serum albumin assessed as decrease in fluorescence after 5 min by fluorimetric analysis";"Bos taurus";"5";"5";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3044606";"None";"10.1007/s00044-009-9270-0";"2010";"Med Chem Res";"19";"1287";"1295";"";"";"";"";"";""
"CHEMBL4231872";"A";"Protein binding in 10% FBS in Trypanosoma brucei culture medium at 2 uM after 6 hrs by equilibrium dialysis and LC-MS analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL4229376";"29604541";"10.1016/j.ejmech.2018.03.048";"2018";"Eur J Med Chem";"151";"18";"26";"";"";"";"";"";""
"CHEMBL4231919";"A";"Protein binding in 10% FBS in Trypanosoma brucei culture medium assessed as drug recovery at 2 uM after 6 hrs by equilibrium dialysis and LC-MS analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL4229376";"29604541";"10.1016/j.ejmech.2018.03.048";"2018";"Eur J Med Chem";"151";"18";"26";"";"";"";"";"";""
"CHEMBL984422";"A";"Cytotoxicity against mock-infected MDBK cells assessed as reduction in cell viability after 96 hrs by MTT assay";"Bos taurus";"85";"85";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL1144182";"18760610";"10.1016/j.bmc.2008.08.028";"2008";"Bioorg. Med. Chem.";"16";"8447";"8465";"";"";"";"";"";""
"CHEMBL4431829";"A";"AUC in Holstein calf at 9.3 mg/kg, po after 0.5 to 288 hrs by LC/MS analysis";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"Holstein";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4431312";"27309760";"10.1021/acs.jmedchem.6b00760";"2016";"J Med Chem";"59";"6531";"6546";"";"";"";"";"";""
"CHEMBL4020636";"A";"Drug level in Krebs buffer treated with 1-Hydroxyl-2-cyano-3-(4-(methyl-L-glutaminate-N5-yl)-benzyloxy)-12-oxo-oleana-2(3),9(11)-dien-28-oic Acid Methyl Ester assessed as bovine kidney GGT-mediated metabolite formation at 100 uM at pH 7.4 after 8 hrs in presence of porcine liver esterase by HPLC analysis";"Bos taurus";"1";"1";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4017544";"28994286";"10.1021/acs.jmedchem.7b00971";"2017";"J Med Chem";"60";"8847";"8857";"";"";"";"";"";""
"CHEMBL4231605";"A";"Binding affinity to bovine serum albumin in pH 7.4 phosphate buffer at 27 degC assessed as Gibbs free energy change by UV-vis spectroscopic analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4229366";"29597169";"10.1016/j.ejmech.2018.03.042";"2018";"Eur J Med Chem";"150";"864";"875";"";"";"";"";"";""
"CHEMBL2157082";"A";"Half life in calf serum at 2 uM by RP-HPLC analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL2150954";"22650244";"10.1021/jm300330b";"2012";"J. Med. Chem.";"55";"5878";"5886";"";"";"";"";"";""
"CHEMBL3256779";"A";"Induction of cell lysis in ox RBC at 0.188 mM measured at 4 hrs (Rvb = 1.8 %)";"Bos taurus";"2";"2";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"Erythrocyte";"";"CHEMBL3244167";"114658";"10.1021/jm00195a026";"1979";"J. Med. Chem.";"22";"1130";"1133";"";"";"";"";"";""
"CHEMBL641847";"A";"Kinetic parameter Km value for Bovine spleen NTPDase1 hydrolysis.";"Bos taurus";"6";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3559722";"Spleen";"";"";"CHEMBL1135666";"12431066";"10.1021/jm020251d";"2002";"J. Med. Chem.";"45";"5384";"5396";"";"";"";"";"";""
"CHEMBL3538505";"A";"Cellular uptake in HEK293 cells assessed as bovine OATP1A2-mediated drug uptake at 5 uM at pH 6 after 1 min";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"HEK293";"";"CHEMBL3525993";"23255551";"10.1124/dmd.112.047910";"2013";"Drug Metab. Dispos.";"41";"602";"607";"";"";"";"";"";""
"CHEMBL4154595";"A";"Drug degradation assessed as bovine pancreas chymotrypsin-mediated compound hydrolysis by measuring compound half life at 10 mM by RP-HPLC method";"Bos taurus";"2";"2";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4152250";"29738954";"10.1016/j.ejmech.2018.04.039";"2018";"Eur J Med Chem";"152";"358";"369";"";"";"";"";"";""
"CHEMBL4154012";"A";"Cytotoxicity against MDBK cells after 24 hrs by MTT assay";"Bos taurus";"26";"26";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4152233";"29698860";"10.1016/j.ejmech.2018.04.032";"2018";"Eur J Med Chem";"152";"87";"100";"";"";"";"";"";""
"CHEMBL2395361";"A";"Drug metabolism in calf liver microsomes assessed as M4 metabolite level at 100 uM after 1 hr by LC-MS/MS analysis in presence of UDPGA";"Bos taurus";"1";"1";"BAO_0000251";"microsome format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3559723";"Liver";"";"Microsome";"CHEMBL2390913";"23644195";"10.1016/j.ejmech.2013.03.062";"2013";"Eur. J. Med. Chem.";"64";"121";"128";"";"";"";"";"";""
"CHEMBL4139971";"A";"Binding affinity to bovine serum albumin at 4.2 x 10'-5 M by UV-vis spectrocopic method";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4138121";"28633106";"10.1016/j.ejmech.2017.05.063";"2017";"Eur J Med Chem";"137";"558";"574";"";"";"";"";"";""
"CHEMBL3773306";"A";"Binding affinity to bovine beta-lactoglobulin assessed as association constant at pH 3 after 30 mins by fluorescence assay";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3769334";"26924214";"10.1016/j.bmc.2016.02.020";"2016";"Bioorg. Med. Chem.";"24";"1504";"1512";"";"";"";"";"";""
"CHEMBL998996";"A";"Apparent permeability across bovine cornea assessed as lag time of permeation by UV-visible spectrophotometer";"Bos taurus";"11";"11";"BAO_0000221";"tissue-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638190";"Cornea";"";"";"CHEMBL1137677";"18486995";"10.1016/j.ejmech.2008.03.043";"2009";"Eur. J. Med. Chem.";"44";"2307";"2312";"";"";"";"";"";""
"CHEMBL4408426";"A";"Binding affinity to bovine serum albumin assessed as hypsochromic shift at 5 to 40 uM incubated for 10 mins by UV-Vis absorption spectroscopic method relative to control";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4406827";"31421632";"10.1016/j.ejmech.2019.111592";"2019";"Eur J Med Chem";"182";"111592";"111592";"";"";"";"";"";""
"CHEMBL2150207";"A";"Cytotoxicity against bovine MDBK cells assessed as cell viability after 3 days by MTS/PMS assay";"Bos taurus";"11";"11";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL2146401";"22944333";"10.1016/j.bmc.2012.07.028";"2012";"Bioorg. Med. Chem.";"20";"5986";"5991";"";"";"";"";"";""
"CHEMBL2027699";"A";"Metabolic stability of the compound in fetal bovine serum assessed as conversion to doxorubicin at 1 mM after 72 hrs by HPLC analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL2021810";"22276998";"10.1021/jm201653u";"2012";"J. Med. Chem.";"55";"1500";"1510";"";"";"";"";"";""
"CHEMBL4154589";"A";"Drug degradation assessed as bovine pancreas chymotrypsin-mediated compound hydrolysis by measuring remaining compound levels at 10 mM measured at 2 hrs by RP-HPLC method";"Bos taurus";"2";"2";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4152250";"29738954";"10.1016/j.ejmech.2018.04.039";"2018";"Eur J Med Chem";"152";"358";"369";"";"";"";"";"";""
"CHEMBL1948383";"A";"Induction of phospholipidosis in bovine corneal fibroblasts assessed as lamellar inclusion bodies after 72 hrs by light microscopy";"Bos taurus";"56";"56";"BAO_0000221";"tissue-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638190";"Cornea";"Corneal fibroblast";"";"CHEMBL1944531";"22122484";"10.1021/jm201082a";"2012";"J. Med. Chem.";"55";"126";"139";"";"";"";"";"";""
"CHEMBL2066782";"A";"Apparent half life of the compound in bovine serum albumin in phosphate-buffered saline at pH 7.4";"Bos taurus";"17";"17";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2062472";"22515328";"10.1021/jm300349j";"2012";"J. Med. Chem.";"55";"4824";"4836";"";"";"";"";"";""
"CHEMBL998995";"A";"Apparent permeability across bovine cornea by UV-visible spectrophotometer";"Bos taurus";"11";"11";"BAO_0000221";"tissue-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638190";"Cornea";"";"";"CHEMBL1137677";"18486995";"10.1016/j.ejmech.2008.03.043";"2009";"Eur. J. Med. Chem.";"44";"2307";"2312";"";"";"";"";"";""
"CHEMBL2394412";"A";"Drug metabolism in calf liver microsomes assessed per mg/ml of protein at 2 mM after 24 hrs by LC-MS/MS analysis in presence of 5 mM UDPGA";"Bos taurus";"1";"1";"BAO_0000251";"microsome format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3559723";"Liver";"";"Microsome";"CHEMBL2390913";"23644195";"10.1016/j.ejmech.2013.03.062";"2013";"Eur. J. Med. Chem.";"64";"121";"128";"";"";"";"";"";""
"CHEMBL1837814";"A";"Binding affinity to bovine serum albumin at pH 7.4 by Stern-Volmer plot";"Bos taurus";"3";"3";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1833796";"21777996";"10.1016/j.ejmech.2011.07.005";"2011";"Eur. J. Med. Chem.";"46";"4344";"4353";"";"";"";"";"";""
